,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-03-21,0,0,0,0,0,1,1,1,1,1,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,9
2021-03-26,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,13
2021-03-27,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,18
2021-03-28,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,24
2021-04-02,0,0,0,0,0,2,1,1,1,0,0,1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,-1,9
2021-04-03,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,9
2021-04-04,0,0,0,0,0,6,2,2,6,5,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-04-05,0,0,0,0,0,3,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-04-09,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-04-11,0,0,0,0,0,5,2,2,2,2,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-04-16,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-04-18,0,0,0,0,0,2,1,1,2,2,3,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-04-23,0,0,0,0,0,7,7,7,7,7,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-04-24,0,0,0,0,0,1,4,4,7,6,6,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-04-25,0,0,0,0,0,0,4,4,5,5,5,2,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,9
2021-04-30,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,9
2021-05-02,0,0,0,0,0,4,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-05-07,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,-1,-1,-1,-1,2,-1,-1,0,0,-1,-1,-1,9
2021-05-08,0,0,0,0,0,2,2,2,3,3,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-05-09,0,0,0,0,0,4,4,5,7,7,5,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-05-21,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-22,0,0,0,0,0,3,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,9
2021-05-23,0,0,0,0,0,6,3,3,3,3,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-05-24,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-28,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-29,0,0,0,0,0,6,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,4,4,4,4,4,4,-1,11
2021-05-30,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-04,0,0,0,0,0,2,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,9
2021-06-11,0,0,0,0,0,2,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-06-12,0,0,0,0,0,1,0,1,2,2,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,9
2021-06-13,0,0,0,0,0,8,4,4,4,4,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-06-18,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-19,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,16
2021-06-20,0,0,0,0,0,3,3,3,5,5,5,5,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-06-25,0,0,0,0,0,5,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-26,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-27,0,0,0,0,0,4,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,2,2,2,2,-1,-1,-1,9
2021-07-02,0,0,0,0,0,4,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-07-03,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,9
2021-07-04,0,0,0,0,0,5,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,9
2021-07-09,0,0,0,0,0,8,4,5,4,4,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-07-10,0,0,0,0,0,1,2,2,5,6,3,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-07-11,0,0,0,0,0,6,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-07-16,0,0,0,0,0,1,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,9
2021-07-17,0,0,0,0,0,7,3,3,3,3,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,6,6,-1,9
2021-07-18,0,0,0,0,0,6,4,5,6,2,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,9
2021-07-23,0,0,0,0,0,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-07-25,0,0,0,0,0,7,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,9
2021-07-30,0,0,0,0,0,5,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-07-31,0,0,0,0,0,7,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,2
2021-08-01,0,0,0,0,0,2,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,9
2021-08-06,0,0,0,0,0,2,1,2,2,2,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-08-07,0,0,0,0,0,4,0,0,0,0,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,-1,9
2021-08-08,0,0,0,0,0,3,4,4,5,5,4,4,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,13
2021-08-13,0,0,0,0,0,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-08-14,0,0,0,0,0,5,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,1,1,1,1,1,1,-1,9
2021-08-15,0,0,0,0,0,6,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-08-21,0,0,0,0,0,4,0,0,2,2,2,2,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,9
2021-08-22,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-27,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-08-29,0,0,0,0,0,7,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,2,2,2,2,2,2,-1,9
2021-09-03,0,0,0,0,0,0,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,9
2021-09-04,0,0,0,0,0,4,2,2,4,4,4,4,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-09-05,0,0,0,0,0,9,6,5,5,5,6,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-09-10,0,0,0,0,0,3,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,13
2021-09-17,0,0,0,0,0,4,2,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,9
2021-09-18,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,15
2021-09-19,0,0,0,0,0,4,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,15
2021-09-24,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,9
2021-09-25,0,0,0,0,0,2,1,1,0,0,2,2,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,-1,9
2021-09-26,0,0,0,0,0,8,0,0,1,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,-1,15
2021-10-01,0,0,0,0,0,4,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-10-02,0,0,0,0,0,2,2,1,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,9
2021-10-03,0,0,0,0,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,15
2021-10-08,0,0,0,0,0,2,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,9
2021-10-10,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,15
2021-10-15,0,0,0,0,0,2,2,2,2,2,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,2,2,-1,9
2021-10-16,0,0,0,0,0,3,1,1,1,1,3,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-10-17,0,0,0,0,0,5,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,15
2021-10-24,0,0,0,0,0,4,0,0,0,1,1,1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,15
