,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-03-21,2,4,4,4,4,1,2,2,0,0,0,0,0,1,0,0,0,0,2,4,4,-1,-1,-1,-1,-1,11
2021-03-26,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-03-28,0,0,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,14
2021-04-02,1,1,1,1,1,1,2,2,2,1,1,1,0,7,7,7,7,7,7,0,0,0,0,0,0,-1,9
2021-04-03,1,3,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,9
2021-04-04,2,6,6,6,6,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,-1,-1,-1,9
2021-04-05,0,1,1,2,4,8,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,15
2021-04-09,1,5,5,3,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,13
2021-04-11,0,3,3,3,3,0,1,1,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,11
2021-04-16,0,1,1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,16
2021-04-17,3,9,9,9,4,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,9
2021-04-18,2,3,3,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,11
2021-04-23,1,6,6,6,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,13
2021-04-24,1,5,5,5,6,7,2,2,1,0,0,0,0,5,4,4,4,0,0,0,0,5,-1,-1,-1,-1,9
2021-04-25,0,4,4,4,6,7,2,2,2,2,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,11
2021-04-30,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,13
2021-05-02,0,4,4,4,4,4,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11
2021-05-07,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,13
2021-05-08,0,3,3,3,3,4,2,2,2,2,2,2,0,-1,0,0,0,0,0,2,2,0,0,0,0,-1,9
2021-05-09,2,8,8,6,9,10,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,11
2021-05-21,0,2,2,2,1,2,1,1,1,1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,13
2021-05-22,0,1,1,1,3,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,29
2021-05-23,0,9,9,9,9,4,2,2,0,0,0,0,0,-1,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,29
2021-05-24,3,6,6,6,5,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,29
2021-05-28,1,3,3,4,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-29,1,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,9
2021-05-30,2,9,9,7,8,5,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,13
2021-06-04,0,7,7,8,5,4,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,13
2021-06-05,1,5,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-11,3,7,7,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,9
2021-06-12,5,8,8,8,8,8,4,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,9
2021-06-13,7,10,10,10,10,5,6,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,11
2021-06-18,0,3,3,3,3,4,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-19,4,4,4,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,29
2021-06-20,3,7,7,7,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,31
2021-06-25,6,9,9,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13
2021-06-26,4,7,7,7,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,-1,-1,-1,-1,29
2021-06-27,2,9,9,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,31
2021-07-02,4,7,7,7,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13
2021-07-03,3,4,4,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,-1,-1,-1,29
