,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
76842,83948,2021-03-21,2021-03-21,825,IC 8,1.0,9.0,VI,TH,14:58:54,14:57:48,2021-03-21 15:34:46,2021-03-21 15:34:36
76843,83949,2021-03-21,2021-03-21,825,IC 8,1.0,9.0,TH,W,15:36:18,15:36:24,2021-03-21 17:29:36,2021-03-21 17:29:12
76844,83950,2021-03-21,2021-03-21,825,IC 8,1.0,9.0,SP,FF,15:26:28,15:25:42,2021-03-21 17:41:14,2021-03-21 17:41:42
76845,83951,2021-03-21,2021-03-21,825,IC 8,1.0,9.0,BN,ZUE,16:02:40,16:02:30,2021-03-21 16:57:46,2021-03-21 16:58:00
76846,83952,2021-03-21,2021-03-21,825,IC 8,1.0,9.0,BN,ZUE,16:02:40,16:02:30,2021-03-21 16:57:46,2021-03-21 16:58:00
77628,84790,2021-03-15,2021-03-26,825,IC 8,1.0,13.0,BN,W,16:03:29,16:02:30,2021-03-26 17:29:29,2021-03-26 17:29:12
77629,84791,2021-03-22,2021-03-26,825,IC 8,1.0,13.0,BR,BN,14:48:47,14:48:30,2021-03-26 15:55:49,2021-03-26 15:55:00
77630,84792,2021-03-26,2021-03-26,825,IC 8,1.0,13.0,BN,ZUE,16:03:29,16:02:30,2021-03-26 16:58:17,2021-03-26 16:58:00
77631,84793,2021-03-26,2021-03-26,825,IC 8,1.0,13.0,ZUE,FF,17:05:46,17:05:30,2021-03-26 17:41:53,2021-03-26 17:41:42
77632,84794,2021-03-26,2021-03-26,825,IC 8,1.0,13.0,ZUE,WF,17:05:46,17:05:30,2021-03-26 17:53:58,2021-03-26 17:53:48
77633,84795,2021-03-26,2021-03-26,825,IC 8,1.0,13.0,FF,WF,17:43:22,17:43:30,2021-03-26 17:53:58,2021-03-26 17:53:48
80094,88005,2021-03-31,2021-04-02,825,IC 8,1.0,9.0,VI,BN,14:57:45,14:57:48,2021-04-02 15:55:27,2021-04-02 15:55:00
80095,88006,2021-04-02,2021-04-02,825,IC 8,1.0,9.0,ZUE,W,17:05:27,17:05:30,2021-04-02 17:29:25,2021-04-02 17:29:12
80096,88007,2021-04-02,2021-04-02,825,IC 8,1.0,9.0,ZFH,WF,17:16:47,17:16:42,2021-04-02 17:54:04,2021-04-02 17:53:48
80097,88008,2021-04-02,2021-04-02,825,IC 8,1.0,9.0,W,AW,17:32:24,17:31:42,2021-04-02 18:05:37,2021-04-02 18:05:30
81339,89258,2021-04-03,2021-04-03,825,IC 8,1.0,9.0,BR,BN,14:48:47,14:48:30,2021-04-03 15:54:43,2021-04-03 15:55:00
