,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
76847,83953,2021-03-19,2021-03-21,826,IC 8,1.0,9.0,ZUE,BN,17:02:50,17:02:30,2021-03-21 17:57:52,2021-03-21 17:58:30
76848,83954,2021-03-20,2021-03-21,826,IC 8,1.0,9.0,ZUE,BN,17:02:50,17:02:30,2021-03-21 17:57:52,2021-03-21 17:58:30
76849,83955,2021-03-21,2021-03-21,826,IC 8,1.0,9.0,ZUE,BN,17:02:50,17:02:30,2021-03-21 17:57:52,2021-03-21 17:58:30
76850,83956,2021-03-21,2021-03-21,826,IC 8,1.0,9.0,ZUE,BN,17:02:50,17:02:30,2021-03-21 17:57:52,2021-03-21 17:58:30
77857,85210,2021-03-27,2021-03-27,826,IC 8,1.0,18.0,RH,ZUE,15:48:36,15:48:30,2021-03-27 16:56:18,2021-03-27 16:55:00
77858,85211,2021-03-27,2021-03-27,826,IC 8,1.0,18.0,RH,ZUE,15:48:36,15:48:30,2021-03-27 16:56:18,2021-03-27 16:55:00
78112,85834,2021-03-28,2021-03-28,826,IC 8,1.0,18.0,RH,ZUE,15:48:37,15:48:30,2021-03-28 16:55:58,2021-03-28 16:55:00
78113,85835,2021-03-28,2021-03-28,826,IC 8,1.0,18.0,RH,ZUE,15:48:37,15:48:30,2021-03-28 16:55:58,2021-03-28 16:55:00
78114,85836,2021-03-28,2021-03-28,826,IC 8,1.0,18.0,FF,ZUE,16:18:25,16:18:54,2021-03-28 16:55:58,2021-03-28 16:55:00
80098,88009,2021-04-02,2021-04-02,826,IC 8,1.0,9.0,WF,ZUE,16:06:24,16:06:36,2021-04-02 16:54:16,2021-04-02 16:55:00
80099,88010,2021-04-02,2021-04-02,826,IC 8,1.0,9.0,WF,ZUE,16:06:24,16:06:36,2021-04-02 16:54:16,2021-04-02 16:55:00
80100,88011,2021-04-02,2021-04-02,826,IC 8,1.0,9.0,FF,W,16:18:26,16:18:54,2021-04-02 16:28:50,2021-04-02 16:29:06
80101,88012,2021-04-02,2021-04-02,826,IC 8,1.0,9.0,BN,SP,18:08:34,18:07:48,2021-04-02 18:40:42,2021-04-02 18:36:00
80102,88013,2021-04-02,2021-04-02,826,IC 8,1.0,9.0,ZUE,BN,17:02:26,17:02:30,2021-04-02 17:57:35,2021-04-02 17:58:30
81349,89268,2021-03-27,2021-04-03,826,IC 8,1.0,9.0,SP,VI,18:36:36,18:37:42,2021-04-03 19:00:28,2021-04-03 19:02:00
81350,89269,2021-04-03,2021-04-03,826,IC 8,1.0,9.0,AW,W,15:55:39,15:55:00,2021-04-03 16:29:06,2021-04-03 16:29:06
81351,89270,2021-04-03,2021-04-03,826,IC 8,1.0,9.0,ZUE,BN,17:02:44,17:02:30,2021-04-03 17:58:28,2021-04-03 17:58:30
81352,89271,2021-04-03,2021-04-03,826,IC 8,1.0,9.0,BN,BR,18:07:30,18:07:48,2021-04-03 19:12:30,2021-04-03 19:11:00
82328,90259,2021-04-04,2021-04-04,826,IC 8,1.0,9.0,ZUE,VI,17:02:28,17:02:30,2021-04-04 19:01:12,2021-04-04 19:02:00
82329,90260,2021-04-04,2021-04-04,826,IC 8,2.0,9.0,RH,ZUE,15:48:57,15:48:30,2021-04-04 16:53:57,2021-04-04 16:55:00
82330,90261,2021-04-04,2021-04-04,826,IC 8,1.0,9.0,AW,ZUE,15:55:29,15:55:00,2021-04-04 16:53:57,2021-04-04 16:55:00
82331,90262,2021-04-04,2021-04-04,826,IC 8,2.0,9.0,RH,BN,15:48:57,15:48:30,2021-04-04 17:57:36,2021-04-04 17:58:30
82332,90263,2021-04-04,2021-04-04,826,IC 8,1.0,9.0,ZUE,BN,17:02:28,17:02:30,2021-04-04 17:57:36,2021-04-04 17:58:30
82333,90264,2021-04-04,2021-04-04,826,IC 8,1.0,9.0,ZUE,BN,17:02:28,17:02:30,2021-04-04 17:57:36,2021-04-04 17:58:30
82334,90265,2021-04-04,2021-04-04,826,IC 8,1.0,9.0,ZUE,BN,17:02:28,17:02:30,2021-04-04 17:57:36,2021-04-04 17:58:30
83494,91439,2021-03-21,2021-04-05,826,IC 8,1.0,9.0,RH,BN,15:48:46,15:48:30,2021-04-05 17:58:44,2021-04-05 17:58:30
83495,91440,2021-03-21,2021-04-05,826,IC 8,1.0,9.0,RH,BN,15:48:46,15:48:30,2021-04-05 17:58:44,2021-04-05 17:58:30
83496,91441,2021-03-29,2021-04-05,826,IC 8,1.0,9.0,RH,W,15:48:46,15:48:30,2021-04-05 16:29:11,2021-04-05 16:29:06
83497,91442,2021-04-04,2021-04-05,826,IC 8,3.0,9.0,W,BN,16:31:48,16:31:30,2021-04-05 17:58:44,2021-04-05 17:58:30
83498,91443,2021-04-05,2021-04-05,826,IC 8,1.0,9.0,WF,BN,16:06:34,16:06:36,2021-04-05 17:58:44,2021-04-05 17:58:30
83499,91444,2021-04-05,2021-04-05,826,IC 8,1.0,9.0,ZUE,BN,17:02:35,17:02:30,2021-04-05 17:58:44,2021-04-05 17:58:30
83500,91445,2021-04-05,2021-04-05,826,IC 8,1.0,9.0,AW,ZUE,15:55:12,15:55:00,2021-04-05 16:54:46,2021-04-05 16:55:00
83501,91446,2021-04-05,2021-04-05,826,IC 8,1.0,9.0,ZUE,BN,17:02:35,17:02:30,2021-04-05 17:58:44,2021-04-05 17:58:30
83502,91447,2021-04-05,2021-04-05,826,IC 8,1.0,9.0,RH,TH,15:48:46,15:48:30,2021-04-05 18:24:52,2021-04-05 18:25:30
83503,91448,2021-04-05,2021-04-05,826,IC 8,1.0,9.0,RH,ZUE,15:48:46,15:48:30,2021-04-05 16:54:46,2021-04-05 16:55:00
83504,91449,2021-04-05,2021-04-05,826,IC 8,1.0,9.0,BN,VI,18:07:30,18:07:48,2021-04-05 19:00:12,2021-04-05 19:02:00
83505,91450,2021-04-05,2021-04-05,826,IC 8,5.0,9.0,TH,BR,18:26:35,18:27:30,2021-04-05 19:10:42,2021-04-05 19:11:00
84996,92981,2021-04-09,2021-04-09,826,IC 8,1.0,15.0,ZUE,BN,17:02:37,17:02:30,2021-04-09 17:58:32,2021-04-09 17:58:30
84997,92982,2021-04-09,2021-04-09,826,IC 8,1.0,15.0,FF,W,16:18:43,16:18:54,2021-04-09 16:30:52,2021-04-09 16:29:06
84998,92983,2021-04-09,2021-04-09,826,IC 8,1.0,15.0,ZUE,BN,17:02:37,17:02:30,2021-04-09 17:58:32,2021-04-09 17:58:30
84999,92984,2021-04-09,2021-04-09,826,IC 8,1.0,15.0,ZUE,BN,17:02:37,17:02:30,2021-04-09 17:58:32,2021-04-09 17:58:30
85000,92985,2021-04-09,2021-04-09,826,IC 8,1.0,15.0,TH,VI,18:28:23,18:27:30,2021-04-09 19:05:19,2021-04-09 19:02:00
85001,92986,2021-04-09,2021-04-09,826,IC 8,1.0,15.0,ZUE,BN,17:02:37,17:02:30,2021-04-09 17:58:32,2021-04-09 17:58:30
85002,92987,2021-04-09,2021-04-09,826,IC 8,1.0,15.0,BN,BR,18:08:38,18:07:48,2021-04-09 19:13:39,2021-04-09 19:11:00
85003,92988,2021-04-09,2021-04-09,826,IC 8,1.0,15.0,BN,BR,18:08:38,18:07:48,2021-04-09 19:13:39,2021-04-09 19:11:00
85694,93717,2021-04-10,2021-04-10,826,IC 8,2.0,9.0,ZUE,BN,17:02:25,17:02:30,2021-04-10 17:58:14,2021-04-10 17:58:30
85695,93718,2021-04-10,2021-04-10,826,IC 8,2.0,9.0,ZUE,BN,17:02:25,17:02:30,2021-04-10 17:58:14,2021-04-10 17:58:30
86392,94465,2021-04-10,2021-04-11,826,IC 8,1.0,9.0,RH,ZUE,15:48:58,15:48:30,2021-04-11 16:54:18,2021-04-11 16:55:00
86393,94466,2021-04-10,2021-04-11,826,IC 8,1.0,9.0,RH,ZUE,15:48:58,15:48:30,2021-04-11 16:54:18,2021-04-11 16:55:00
86394,94467,2021-04-11,2021-04-11,826,IC 8,1.0,9.0,ZUE,BN,17:02:52,17:02:30,2021-04-11 17:58:16,2021-04-11 17:58:30
86395,94468,2021-04-11,2021-04-11,826,IC 8,2.0,9.0,RH,ZUE,15:48:58,15:48:30,2021-04-11 16:54:18,2021-04-11 16:55:00
86396,94469,2021-04-11,2021-04-11,826,IC 8,1.0,9.0,ZUE,BN,17:02:52,17:02:30,2021-04-11 17:58:16,2021-04-11 17:58:30
86397,94470,2021-04-11,2021-04-11,826,IC 8,2.0,9.0,RH,ZUE,15:48:58,15:48:30,2021-04-11 16:54:18,2021-04-11 16:55:00
86398,94471,2021-04-11,2021-04-11,826,IC 8,1.0,9.0,ZUE,BN,17:02:52,17:02:30,2021-04-11 17:58:16,2021-04-11 17:58:30
87694,95904,2021-04-15,2021-04-16,826,IC 8,2.0,15.0,RH,BN,15:48:56,15:48:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87695,95905,2021-04-16,2021-04-16,826,IC 8,2.0,15.0,RH,BN,15:48:56,15:48:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87696,95906,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,RH,BN,15:48:56,15:48:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87697,95907,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,FF,BN,16:19:03,16:18:54,2021-04-16 18:06:47,2021-04-16 17:58:30
87698,95908,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,ZUE,BN,17:09:42,17:02:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87699,95909,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,ZUE,BN,17:09:42,17:02:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87700,95910,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,ZUE,BN,17:09:42,17:02:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87701,95911,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,ZUE,BN,17:09:42,17:02:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87702,95912,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,ZUE,BN,17:09:42,17:02:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87703,95913,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,ZUE,BN,17:09:42,17:02:30,2021-04-16 18:06:47,2021-04-16 17:58:30
87704,95914,2021-04-16,2021-04-16,826,IC 8,1.0,15.0,ZUE,BN,17:09:42,17:02:30,2021-04-16 18:06:47,2021-04-16 17:58:30
88478,96747,2021-04-16,2021-04-17,826,IC 8,2.0,9.0,ZUE,BN,17:02:39,17:02:30,2021-04-17 17:57:43,2021-04-17 17:58:30
88479,96748,2021-04-16,2021-04-17,826,IC 8,2.0,9.0,ZUE,BN,17:02:39,17:02:30,2021-04-17 17:57:43,2021-04-17 17:58:30
88480,96749,2021-04-17,2021-04-17,826,IC 8,2.0,9.0,WF,W,16:06:28,16:06:36,2021-04-17 16:28:54,2021-04-17 16:29:06
88481,96750,2021-04-17,2021-04-17,826,IC 8,1.0,9.0,FF,BN,16:18:34,16:18:54,2021-04-17 17:57:43,2021-04-17 17:58:30
88482,96751,2021-04-17,2021-04-17,826,IC 8,1.0,9.0,W,ZUE,16:31:34,16:31:30,2021-04-17 16:54:31,2021-04-17 16:55:00
89269,97606,2021-04-15,2021-04-18,826,IC 8,2.0,9.0,ZUE,VI,17:02:54,17:02:30,2021-04-18 19:00:12,2021-04-18 19:02:00
89270,97607,2021-04-17,2021-04-18,826,IC 8,2.0,9.0,RH,BN,15:48:45,15:48:30,2021-04-18 17:57:58,2021-04-18 17:58:30
89271,97608,2021-04-18,2021-04-18,826,IC 8,1.0,9.0,ZUE,BN,17:02:54,17:02:30,2021-04-18 17:57:58,2021-04-18 17:58:30
89272,97609,2021-04-18,2021-04-18,826,IC 8,1.0,9.0,ZUE,BN,17:02:54,17:02:30,2021-04-18 17:57:58,2021-04-18 17:58:30
89273,97610,2021-04-18,2021-04-18,826,IC 8,1.0,9.0,W,BN,16:31:52,16:31:30,2021-04-18 17:57:58,2021-04-18 17:58:30
89274,97611,2021-04-18,2021-04-18,826,IC 8,1.0,9.0,ZUE,BN,17:02:54,17:02:30,2021-04-18 17:57:58,2021-04-18 17:58:30
89275,97612,2021-04-18,2021-04-18,826,IC 8,1.0,9.0,FF,ZUE,16:18:53,16:18:54,2021-04-18 16:54:43,2021-04-18 16:55:00
89276,97613,2021-04-18,2021-04-18,826,IC 8,1.0,9.0,ZUE,BN,17:02:54,17:02:30,2021-04-18 17:57:58,2021-04-18 17:58:30
89277,97614,2021-04-18,2021-04-18,826,IC 8,1.0,9.0,SP,VI,18:37:02,18:37:42,2021-04-18 19:00:12,2021-04-18 19:02:00
90864,99358,2021-04-22,2021-04-23,826,IC 8,1.0,15.0,W,BN,16:31:41,16:31:30,2021-04-23 17:57:42,2021-04-23 17:58:30
90865,99359,2021-04-23,2021-04-23,826,IC 8,2.0,15.0,WF,BN,16:06:30,16:06:36,2021-04-23 17:57:42,2021-04-23 17:58:30
90866,99360,2021-04-23,2021-04-23,826,IC 8,2.0,15.0,FF,BN,16:18:49,16:18:54,2021-04-23 17:57:42,2021-04-23 17:58:30
90867,99361,2021-04-23,2021-04-23,826,IC 8,1.0,15.0,AW,VI,15:55:37,15:55:00,2021-04-23 19:03:20,2021-04-23 19:02:00
90868,99362,2021-04-23,2021-04-23,826,IC 8,1.0,15.0,ZUE,TH,17:02:34,17:02:30,2021-04-23 18:27:03,2021-04-23 18:25:30
90869,99363,2021-04-23,2021-04-23,826,IC 8,1.0,15.0,ZUE,BN,17:02:34,17:02:30,2021-04-23 17:57:42,2021-04-23 17:58:30
90870,99364,2021-04-23,2021-04-23,826,IC 8,1.0,15.0,ZUE,BN,17:02:34,17:02:30,2021-04-23 17:57:42,2021-04-23 17:58:30
90871,99365,2021-04-23,2021-04-23,826,IC 8,1.0,15.0,TH,BR,18:28:52,18:27:30,2021-04-23 19:14:01,2021-04-23 19:11:00
91958,100589,2021-04-09,2021-04-24,826,IC 8,2.0,9.0,ZUE,BN,17:02:37,17:02:30,2021-04-24 17:57:45,2021-04-24 17:58:30
91959,100590,2021-04-20,2021-04-24,826,IC 8,1.0,9.0,RH,ZUE,15:48:45,15:48:30,2021-04-24 16:55:51,2021-04-24 16:55:00
91960,100591,2021-04-20,2021-04-24,826,IC 8,1.0,9.0,RH,ZUE,15:48:45,15:48:30,2021-04-24 16:55:51,2021-04-24 16:55:00
91961,100592,2021-04-23,2021-04-24,826,IC 8,3.0,9.0,RH,BN,15:48:45,15:48:30,2021-04-24 17:57:45,2021-04-24 17:58:30
91962,100593,2021-04-23,2021-04-24,826,IC 8,1.0,9.0,W,BR,16:31:29,16:31:30,2021-04-24 19:12:13,2021-04-24 19:11:00
91963,100594,2021-04-23,2021-04-24,826,IC 8,1.0,9.0,W,BR,16:31:29,16:31:30,2021-04-24 19:12:13,2021-04-24 19:11:00
91964,100595,2021-04-23,2021-04-24,826,IC 8,1.0,9.0,ZUE,BN,17:02:37,17:02:30,2021-04-24 17:57:45,2021-04-24 17:58:30
91965,100596,2021-04-24,2021-04-24,826,IC 8,1.0,9.0,ZUE,BN,17:02:37,17:02:30,2021-04-24 17:57:45,2021-04-24 17:58:30
91966,100597,2021-04-24,2021-04-24,826,IC 8,1.0,9.0,FF,W,16:18:32,16:18:54,2021-04-24 16:29:14,2021-04-24 16:29:06
91967,100598,2021-04-24,2021-04-24,826,IC 8,1.0,9.0,FF,W,16:18:32,16:18:54,2021-04-24 16:29:14,2021-04-24 16:29:06
91968,100599,2021-04-24,2021-04-24,826,IC 8,1.0,9.0,RH,W,15:48:45,15:48:30,2021-04-24 16:29:14,2021-04-24 16:29:06
91969,100600,2021-04-24,2021-04-24,826,IC 8,1.0,9.0,RH,ZUE,15:48:45,15:48:30,2021-04-24 16:55:51,2021-04-24 16:55:00
91970,100601,2021-04-24,2021-04-24,826,IC 8,1.0,9.0,AW,FF,15:54:56,15:55:00,2021-04-24 16:17:01,2021-04-24 16:17:00
91971,100602,2021-04-24,2021-04-24,826,IC 8,1.0,9.0,SP,VI,18:38:05,18:37:42,2021-04-24 19:02:24,2021-04-24 19:02:00
91972,100603,2021-04-24,2021-04-24,826,IC 8,1.0,9.0,BN,BR,18:07:43,18:07:48,2021-04-24 19:12:13,2021-04-24 19:11:00
