,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
76840,83946,2021-03-20,2021-03-21,822,IC 8,1.0,9.0,ZUE,BN,15:02:39,15:02:30,2021-03-21 16:00:00,2021-03-21 15:58:30
76841,83947,2021-03-21,2021-03-21,822,IC 8,1.0,9.0,ZUE,BN,15:02:39,15:02:30,2021-03-21 16:00:00,2021-03-21 15:58:30
77615,84777,2021-03-26,2021-03-26,822,IC 8,1.0,9.0,BN,BR,16:09:42,16:07:48,2021-03-26 17:11:03,2021-03-26 17:11:00
77616,84778,2021-03-26,2021-03-26,822,IC 8,1.0,9.0,RH,BN,13:48:35,13:48:30,2021-03-26 15:57:56,2021-03-26 15:58:30
77617,84779,2021-03-26,2021-03-26,822,IC 8,1.0,9.0,RH,BN,13:48:35,13:48:30,2021-03-26 15:57:56,2021-03-26 15:58:30
77855,85201,2021-03-27,2021-03-27,822,IC 8,2.0,18.0,RH,ZUE,13:48:46,13:48:30,2021-03-27 14:55:41,2021-03-27 14:55:00
80070,87981,2021-04-01,2021-04-02,822,IC 8,1.0,9.0,FF,BN,14:18:33,14:18:54,2021-04-02 15:58:34,2021-04-02 15:58:30
80071,87982,2021-04-02,2021-04-02,822,IC 8,3.0,9.0,RH,BN,13:48:38,13:48:30,2021-04-02 15:58:34,2021-04-02 15:58:30
80072,87983,2021-04-02,2021-04-02,822,IC 8,1.0,9.0,BN,BR,16:08:29,16:07:48,2021-04-02 17:11:08,2021-04-02 17:11:00
80073,87984,2021-04-02,2021-04-02,822,IC 8,1.0,9.0,TH,VI,16:27:41,16:27:30,2021-04-02 17:02:40,2021-04-02 17:02:00
80074,87985,2021-04-02,2021-04-02,822,IC 8,1.0,9.0,TH,VI,16:27:41,16:27:30,2021-04-02 17:02:40,2021-04-02 17:02:00
81322,89241,2021-04-02,2021-04-03,822,IC 8,3.0,9.0,RH,BN,13:48:55,13:48:30,2021-04-03 15:57:04,2021-04-03 15:58:30
81323,89242,2021-04-03,2021-04-03,822,IC 8,3.0,9.0,W,TH,14:31:28,14:31:30,2021-04-03 16:26:14,2021-04-03 16:25:30
81324,89243,2021-04-03,2021-04-03,822,IC 8,1.0,9.0,RH,W,13:48:55,13:48:30,2021-04-03 14:28:40,2021-04-03 14:29:06
81325,89244,2021-04-03,2021-04-03,822,IC 8,1.0,9.0,RH,W,13:48:55,13:48:30,2021-04-03 14:28:40,2021-04-03 14:29:06
81326,89245,2021-04-03,2021-04-03,822,IC 8,2.0,9.0,FF,ZUE,14:18:23,14:18:54,2021-04-03 14:53:57,2021-04-03 14:55:00
81327,89246,2021-04-03,2021-04-03,822,IC 8,1.0,9.0,ZUE,BN,15:02:19,15:02:30,2021-04-03 15:57:04,2021-04-03 15:58:30
81328,89247,2021-04-03,2021-04-03,822,IC 8,3.0,9.0,BN,BR,16:08:21,16:07:48,2021-04-03 17:10:59,2021-04-03 17:11:00
82297,90228,2021-04-04,2021-04-04,822,IC 8,1.0,9.0,RH,FF,13:48:47,13:48:30,2021-04-04 14:16:55,2021-04-04 14:17:00
82298,90229,2021-04-04,2021-04-04,822,IC 8,1.0,9.0,SP,BR,16:38:15,16:37:42,2021-04-04 17:10:27,2021-04-04 17:11:00
82299,90230,2021-04-04,2021-04-04,822,IC 8,1.0,9.0,SP,BR,16:38:15,16:37:42,2021-04-04 17:10:27,2021-04-04 17:11:00
82300,90231,2021-04-04,2021-04-04,822,IC 8,1.0,9.0,VI,BR,17:04:04,17:04:30,2021-04-04 17:10:27,2021-04-04 17:11:00
83458,91403,2021-03-19,2021-04-05,822,IC 8,1.0,9.0,ZUE,BN,15:02:33,15:02:30,2021-04-05 15:57:37,2021-04-05 15:58:30
83459,91404,2021-03-30,2021-04-05,822,IC 8,2.0,9.0,FF,BN,14:18:47,14:18:54,2021-04-05 15:57:37,2021-04-05 15:58:30
83460,91405,2021-04-01,2021-04-05,822,IC 8,1.0,9.0,ZUE,BN,15:02:33,15:02:30,2021-04-05 15:57:37,2021-04-05 15:58:30
83461,91406,2021-04-01,2021-04-05,822,IC 8,1.0,9.0,ZUE,BN,15:02:33,15:02:30,2021-04-05 15:57:37,2021-04-05 15:58:30
83462,91407,2021-04-04,2021-04-05,822,IC 8,1.0,9.0,AW,BN,13:55:53,13:55:00,2021-04-05 15:57:37,2021-04-05 15:58:30
83463,91408,2021-04-05,2021-04-05,822,IC 8,1.0,9.0,WF,BN,14:06:41,14:06:36,2021-04-05 15:57:37,2021-04-05 15:58:30
