,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
76859,83965,2021-03-15,2021-03-21,830,IC 8,1.0,9.0,ZUE,BN,19:02:32,19:02:30,2021-03-21 19:57:26,2021-03-21 19:58:30
76860,83966,2021-03-15,2021-03-21,830,IC 8,1.0,9.0,ZUE,BN,19:02:32,19:02:30,2021-03-21 19:57:26,2021-03-21 19:58:30
76861,83967,2021-03-19,2021-03-21,830,IC 8,1.0,9.0,ZUE,BN,19:02:32,19:02:30,2021-03-21 19:57:26,2021-03-21 19:58:30
77642,84804,2021-03-26,2021-03-26,830,IC 8,1.0,9.0,ZUE,BR,19:02:40,19:02:30,2021-03-26 21:20:37,2021-03-26 21:11:00
78118,85866,2021-03-26,2021-03-28,830,IC 8,1.0,22.0,WF,ZUE,18:06:22,18:06:36,2021-03-28 18:55:19,2021-03-28 18:55:00
78119,85867,2021-03-27,2021-03-28,830,IC 8,1.0,22.0,RH,ZUE,17:48:44,17:48:30,2021-03-28 18:55:19,2021-03-28 18:55:00
78120,85868,2021-03-28,2021-03-28,830,IC 8,1.0,22.0,RH,ZUE,17:48:44,17:48:30,2021-03-28 18:55:19,2021-03-28 18:55:00
78121,85869,2021-03-28,2021-03-28,830,IC 8,1.0,22.0,RH,ZUE,17:48:44,17:48:30,2021-03-28 18:55:19,2021-03-28 18:55:00
78122,85870,2021-03-28,2021-03-28,830,IC 8,1.0,22.0,WF,W,18:06:22,18:06:36,2021-03-28 18:28:15,2021-03-28 18:29:06
80131,88042,2021-04-02,2021-04-02,830,IC 8,1.0,9.0,ZUE,TH,19:03:00,19:02:30,2021-04-02 20:27:37,2021-04-02 20:25:30
80132,88043,2021-04-02,2021-04-02,830,IC 8,1.0,9.0,ZUE,TH,19:03:00,19:02:30,2021-04-02 20:27:37,2021-04-02 20:25:30
80133,88044,2021-04-02,2021-04-02,830,IC 8,1.0,9.0,W,ZUE,18:31:35,18:31:30,2021-04-02 18:54:31,2021-04-02 18:55:00
81378,89297,2021-04-03,2021-04-03,830,IC 8,1.0,9.0,ZUE,VI,19:02:17,19:02:30,2021-04-03 21:01:05,2021-04-03 21:02:00
82365,90296,2021-04-02,2021-04-04,830,IC 8,2.0,9.0,ZUE,SP,19:02:30,19:02:30,2021-04-04 20:37:29,2021-04-04 20:36:00
82366,90297,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,BN,TH,20:07:33,20:07:48,2021-04-04 20:28:01,2021-04-04 20:25:30
82367,90298,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,RH,BN,17:48:38,17:48:30,2021-04-04 19:58:53,2021-04-04 19:58:30
82368,90299,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,RH,BN,17:48:38,17:48:30,2021-04-04 19:58:53,2021-04-04 19:58:30
82369,90300,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,RH,BN,17:48:38,17:48:30,2021-04-04 19:58:53,2021-04-04 19:58:30
82370,90301,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,RH,BN,17:48:38,17:48:30,2021-04-04 19:58:53,2021-04-04 19:58:30
82371,90302,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,WF,W,18:06:17,18:06:36,2021-04-04 18:28:52,2021-04-04 18:29:06
82372,90303,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,WF,W,18:06:17,18:06:36,2021-04-04 18:28:52,2021-04-04 18:29:06
82373,90304,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,ZUE,BN,19:02:30,19:02:30,2021-04-04 19:58:53,2021-04-04 19:58:30
82374,90305,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,ZUE,BN,19:02:30,19:02:30,2021-04-04 19:58:53,2021-04-04 19:58:30
82375,90306,2021-04-04,2021-04-04,830,IC 8,1.0,9.0,ZFH,BN,18:45:32,18:46:18,2021-04-04 19:58:53,2021-04-04 19:58:30
83547,91492,2021-03-23,2021-04-05,830,IC 8,2.0,9.0,ZUE,BN,19:02:37,19:02:30,2021-04-05 19:58:46,2021-04-05 19:58:30
83548,91493,2021-04-05,2021-04-05,830,IC 8,1.0,9.0,FF,ZUE,18:18:46,18:18:54,2021-04-05 18:54:19,2021-04-05 18:55:00
83549,91494,2021-04-05,2021-04-05,830,IC 8,2.0,9.0,WF,ZUE,18:07:02,18:06:36,2021-04-05 18:54:19,2021-04-05 18:55:00
83550,91495,2021-04-05,2021-04-05,830,IC 8,1.0,9.0,RH,ZUE,17:48:47,17:48:30,2021-04-05 18:54:19,2021-04-05 18:55:00
83551,91496,2021-04-05,2021-04-05,830,IC 8,2.0,9.0,W,TH,18:31:39,18:31:30,2021-04-05 20:30:02,2021-04-05 20:25:30
83552,91497,2021-04-05,2021-04-05,830,IC 8,1.0,9.0,AW,ZUE,17:55:21,17:55:00,2021-04-05 18:54:19,2021-04-05 18:55:00
83553,91498,2021-04-05,2021-04-05,830,IC 8,1.0,9.0,AW,ZUE,17:55:21,17:55:00,2021-04-05 18:54:19,2021-04-05 18:55:00
83554,91499,2021-04-05,2021-04-05,830,IC 8,1.0,9.0,ZUE,BN,19:02:37,19:02:30,2021-04-05 19:58:46,2021-04-05 19:58:30
85008,92997,2021-04-09,2021-04-09,830,IC 8,1.0,11.0,ZUE,BN,19:02:28,19:02:30,2021-04-09 19:57:33,2021-04-09 19:58:30
85009,92998,2021-04-09,2021-04-09,830,IC 8,1.0,11.0,ZUE,BN,19:02:28,19:02:30,2021-04-09 19:57:33,2021-04-09 19:58:30
85010,92999,2021-04-09,2021-04-09,830,IC 8,2.0,11.0,RH,BN,17:48:53,17:48:30,2021-04-09 19:57:33,2021-04-09 19:58:30
85011,93000,2021-04-09,2021-04-09,830,IC 8,1.0,11.0,WF,BN,18:06:33,18:06:36,2021-04-09 19:57:33,2021-04-09 19:58:30
85012,93001,2021-04-09,2021-04-09,830,IC 8,1.0,11.0,BN,VI,20:08:25,20:07:48,2021-04-09 21:01:03,2021-04-09 21:02:00
85711,93739,2021-04-10,2021-04-10,830,IC 8,1.0,9.0,RH,W,17:48:50,17:48:30,2021-04-10 18:29:48,2021-04-10 18:29:06
85712,93740,2021-04-10,2021-04-10,830,IC 8,1.0,9.0,ZUE,BN,19:02:35,19:02:30,2021-04-10 20:00:15,2021-04-10 19:58:30
85713,93741,2021-04-10,2021-04-10,830,IC 8,1.0,9.0,ZUE,BN,19:02:35,19:02:30,2021-04-10 20:00:15,2021-04-10 19:58:30
85714,93742,2021-04-10,2021-04-10,830,IC 8,1.0,9.0,RH,W,17:48:50,17:48:30,2021-04-10 18:29:48,2021-04-10 18:29:06
85715,93743,2021-04-10,2021-04-10,830,IC 8,1.0,9.0,WF,W,18:06:48,18:06:36,2021-04-10 18:29:48,2021-04-10 18:29:06
85716,93744,2021-04-10,2021-04-10,830,IC 8,1.0,9.0,W,ZUE,18:31:28,18:31:30,2021-04-10 18:54:14,2021-04-10 18:55:00
85717,93745,2021-04-10,2021-04-10,830,IC 8,1.0,9.0,WF,ZUE,18:06:48,18:06:36,2021-04-10 18:54:14,2021-04-10 18:55:00
85718,93746,2021-04-10,2021-04-10,830,IC 8,1.0,9.0,W,ZUE,18:31:28,18:31:30,2021-04-10 18:54:14,2021-04-10 18:55:00
86432,94505,2021-04-11,2021-04-11,830,IC 8,1.0,9.0,ZUE,BN,19:02:33,19:02:30,2021-04-11 19:57:56,2021-04-11 19:58:30
