,res_id,res_dt,date,train_nr,line,reserved,capacity,bp_from,bp_to,dep_ist,dep_soll,arr_ist,arr_soll
76855,83961,2021-03-21,2021-03-21,828,IC 8,1.0,9.0,ZUE,BN,18:02:29,18:02:30,2021-03-21 18:58:49,2021-03-21 18:58:30
76856,83962,2021-03-21,2021-03-21,828,IC 8,1.0,9.0,ZUE,BN,18:02:29,18:02:30,2021-03-21 18:58:49,2021-03-21 18:58:30
76857,83963,2021-03-21,2021-03-21,828,IC 8,1.0,9.0,ZUE,BR,18:02:29,18:02:30,2021-03-21 20:11:54,2021-03-21 20:11:00
77636,84798,2021-03-26,2021-03-26,828,IC 8,1.0,11.0,ZUE,BN,18:02:26,18:02:30,2021-03-26 18:57:46,2021-03-26 18:58:30
77637,84799,2021-03-26,2021-03-26,828,IC 8,1.0,11.0,ZUE,BN,18:02:26,18:02:30,2021-03-26 18:57:46,2021-03-26 18:58:30
77638,84800,2021-03-26,2021-03-26,828,IC 8,1.0,11.0,ZUE,BN,18:02:26,18:02:30,2021-03-26 18:57:46,2021-03-26 18:58:30
77639,84801,2021-03-26,2021-03-26,828,IC 8,1.0,11.0,ZUE,BN,18:02:26,18:02:30,2021-03-26 18:57:46,2021-03-26 18:58:30
77859,85216,2021-03-27,2021-03-27,828,IC 8,1.0,18.0,WF,ZUE,17:06:47,17:06:36,2021-03-27 17:55:35,2021-03-27 17:55:00
78115,85848,2021-03-28,2021-03-28,828,IC 8,1.0,23.0,WF,ZUE,17:06:24,17:06:36,2021-03-28 17:55:37,2021-03-28 17:55:00
78116,85849,2021-03-28,2021-03-28,828,IC 8,1.0,23.0,WF,ZUE,17:06:24,17:06:36,2021-03-28 17:55:37,2021-03-28 17:55:00
78117,85850,2021-03-28,2021-03-28,828,IC 8,2.0,23.0,WF,ZUE,17:06:24,17:06:36,2021-03-28 17:55:37,2021-03-28 17:55:00
80112,88023,2021-04-02,2021-04-02,828,IC 8,1.0,9.0,TH,VI,19:27:33,19:27:30,2021-04-02 20:01:36,2021-04-02 20:02:00
80113,88024,2021-04-02,2021-04-02,828,IC 8,1.0,9.0,RH,ZUE,16:48:31,16:48:30,2021-04-02 17:54:29,2021-04-02 17:55:00
80114,88025,2021-04-02,2021-04-02,828,IC 8,1.0,9.0,RH,ZUE,16:48:31,16:48:30,2021-04-02 17:54:29,2021-04-02 17:55:00
80115,88026,2021-04-02,2021-04-02,828,IC 8,1.0,9.0,RH,ZUE,16:48:31,16:48:30,2021-04-02 17:54:29,2021-04-02 17:55:00
80116,88027,2021-04-02,2021-04-02,828,IC 8,1.0,9.0,RH,ZUE,16:48:31,16:48:30,2021-04-02 17:54:29,2021-04-02 17:55:00
80117,88028,2021-04-02,2021-04-02,828,IC 8,1.0,9.0,AW,WF,16:54:29,16:55:00,2021-04-02 17:04:13,2021-04-02 17:04:54
80118,88029,2021-04-02,2021-04-02,828,IC 8,1.0,9.0,WF,W,17:06:34,17:06:36,2021-04-02 17:29:02,2021-04-02 17:29:06
80119,88030,2021-04-02,2021-04-02,828,IC 8,1.0,9.0,FF,ZUE,17:18:41,17:18:54,2021-04-02 17:54:29,2021-04-02 17:55:00
