,BR,VI,FR,SP,TH,BN,ZUE,ZFH,W,FF,WF,AW,RH,BR_days_before_last_booking,VI_days_before_last_booking,FR_days_before_last_booking,SP_days_before_last_booking,TH_days_before_last_booking,BN_days_before_last_booking,ZUE_days_before_last_booking,ZFH_days_before_last_booking,W_days_before_last_booking,FF_days_before_last_booking,WF_days_before_last_booking,AW_days_before_last_booking,RH_days_before_last_booking,capacity
2021-04-02,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,9
2021-04-04,0,0,0,0,0,1,1,1,3,2,2,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,9
2021-04-05,0,0,0,0,0,1,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,9
2021-04-09,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,9
2021-04-11,0,0,0,0,0,1,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-04-16,0,0,0,0,0,2,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-04-23,0,0,0,0,0,2,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-04-24,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-04-25,0,0,0,0,0,4,2,2,7,6,5,4,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-04-30,0,0,0,0,0,0,1,1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,9
2021-05-07,0,0,0,0,0,3,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,9
2021-05-08,0,0,0,0,0,0,1,1,1,1,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,9
2021-05-09,0,0,0,0,0,3,1,1,3,3,3,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-05-21,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,9
2021-05-22,0,0,0,0,0,2,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-05-23,0,0,0,0,0,2,4,4,5,5,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,5,5,-1,9
2021-05-24,0,0,0,0,0,5,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-28,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,9
2021-05-29,0,0,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-05-30,0,0,0,0,0,5,4,4,3,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-06-11,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-12,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,9
2021-06-13,0,0,0,0,0,2,1,1,2,2,1,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,9
2021-06-18,0,0,0,0,0,4,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
2021-06-19,0,0,0,0,0,0,0,0,3,6,4,4,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,11
2021-06-20,0,0,0,0,0,3,4,4,5,3,2,2,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,9
